Update: 2017-09-29

### No. starts from 0

### Type (Category)
0	床	Floor
1	壁紙	Wallpaper
2	窓	Window
3	壁掛け	Tapestry
4	家具	Furniture
5	机	Desk

### Season value seems to has relation with "Need Furniture fiary" and "Buy on sale with Furniture fairy"

ID	Type	No.	Name	Rarity	Price	Is for sale?	Season	Description
165	5	1	椅子	1	100	0	0	提督の執務室に似合う趣きのある椅子。ちょっと腰を落ち着けて物事をじっくり考えれそう！
166	5	2	執務机	2	200	0	0	色々な資料を広げられる立派な机と椅子のセットをどうぞ。艦隊の指揮がぱっちりとれそうです！
167	5	3	おさがりの机	0	0	0	0	おさがりでもらったばかり。<br>どんな部屋にも合うシンプルな机。
168	5	4	提督の机	3	350	1	0	１クラス上の提督の貴方にお奨めしたい、執務机。この机なら連戦連勝、間違いなし！
169	5	5	ダンディな机	0	0	0	0	真面目な印象の重厚感のある机。
170	5	6	大将の机	5	500	0	0	質の高い織柄のテーブルクロスがポイント！戦略資料を積み重ねて微動だにしない確かな作り。
171	5	7	社長の机	0	0	0	0	気高く伝統的な、憧れの社長机。
172	5	8	インテリア椅子	2	200	0	0	木彫で暖かみのある高いデザイン性と機能美を持った椅子。女の子達にも人気の逸品です。
173	5	9	ナチュラルな椅子	0	0	0	0	暖炉の前にありそうなほっこり可愛い椅子。<br>今ならニットのひざ掛けつき！
174	5	10	教室セット「教卓」	4	40000	0	0	鎮守府で戦術や航海の講義<br>をする際に用いる教室セッ<br>ト。その教卓と前列の机。<br>教卓最前列の机なので、真<br>面目な艦娘達が座ります！
175	5	11	モダンチェア	3	350	0	0	アートな輝きを放つスタイリッシュなデザイナーズチェア。これなら宇宙艦隊の指揮もとれそうです。
176	5	12	駆逐艦娘のツリー	4	3000	0	0	小さな駆逐艦娘たちを喜ば<br>せるために提督が用意した<br>ツリーとプレゼントたち。<br>大きな艦娘たちも少し羨ま<br>しそうに見ています！
177	5	13	モダンなテーブル	0	0	0	0	計算された角度や素材使いで使い心地抜群！<br>日常でアートを楽しめる一品。
178	5	14	ちゃぶ台セット	3	2000	0	0	提督の熱い要望による、ちゃぶ台＆座布団。ちゃぶ台の上には艦娘お手製の朝食が…頂きます！（ちゃぶ台返しは厳禁です）
179	5	15	大人の節分セット	4	2000	0	12	「鬼は外ぉ～、福は内～っ<br>ひっく！」ちょっと大人な<br>軽空母たちと節分の厄除け<br>を行う準備です。豆はおつ<br>まみとして使用する模様。
180	5	16	撮影セット	4	3500	0	0	格調高いプロ仕様の写真機とレフ版、背景による艦娘撮影セット。出撃前の雄姿を撮りたいですね！（※撮影機能等はありません…）
181	5	17	早く出しすぎた炬燵	3	3500	0	0	ちょっと肌寒くなってきた<br>ので、例年より早く出して<br>きてしまった炬燵セット。<br>某球磨型軽巡も思わず丸く<br>なりそうな逸品です！
182	5	18	羽毛布団と枕	4	2000	0	0	高級な羽毛布団と二つの枕<br>による安眠セット。これで<br>夜の快眠もバッチリです。<br>特注家具職人が丹精込めて<br>作った次世代布団セット！
183	5	19	煎餅布団	5	300	0	0	書類一式にサインした提督<br>のみが敷くことができる、<br>シンプルにして至高の煎餅<br>布団。読みかけの本が平和<br>なひと時を感じさせます。
184	5	20	床の間	4	2000	1	0	提督達の熱い要望により、<br>遂に実装された特注家具。<br>それが「床の間」。各種の<br>掛け軸との親和性もばっち<br>りの提督ご用達家具です！
185	5	21	艦娘専用デスク	4	400	1	0	艦娘の待機部屋から持ち出してきたガーリーなデザインの机と椅子。後で怒られますよ？
186	5	22	提督の麻雀卓	4	3000	0	0	一部提督の熱い支持により<br>鎮守府に持ち込まれること<br>になった麻雀卓。艦隊勤務<br>中には使用せず、非番の時<br>に楽しんでいる…ハズ。
187	5	23	西瓜割りセット	2	1700	0	0	名産地から取り寄せた西瓜<br>です。もちろん、西瓜割り<br>用の棒とシートもご用意。<br>艦娘たちと提督の夏休みも<br>これでバッチリです！
188	5	24	高級ミシン	4	4500	0	0	艦娘の衣装作りに欠かせな<br>い高級ミシンセット。これ<br>で、夏〇ミ衣装もパッチリ<br>ですね！※実際に艦娘の衣<br>装製作機能はありません…<br>
189	5	25	金剛の紅茶セット	5	9000	0	0	提督と本格的なティーパー<br>ティをエンジョイするため<br>に金剛が遙か英国より取り<br>寄せた豪華な紅茶セット！<br>四姉妹御用達の逸品です。<br>
190	5	26	おいしそうなスツール	0	0	0	0	イチゴケーキのようなキュートなスツール！<br>もふもふで座り心地も抜群！<br>お部屋に置くだけでインテリアにも。
191	5	27	小さなウッドベージュの椅子	0	0	0	0	ちょっとした休憩や踏み台にあると便利なサイズ。<br>素材を生かしたライトベージュ。
192	5	28	ご家庭用プール	4	2000	0	0	提督20万人突破を記念して<br>用意された夏の風物詩。艦<br>娘たちより提督が先に童心<br>に返って水遊びしちゃ、だ<br>めですよ！
193	5	29	ガラステーブル	3	350	0	0	モダンセンスあふれるガラスを天板したテープル。艦娘たちとのパーティにも重宝します。
194	5	30	フェミニンガラステーブル	0	0	0	0	ピンクが主張しすぎないシンプルでフェミニンなガラステーブル。
195	5	31	シングルベッド	5	4000	0	0	執務の間にごろんと横になるための近代的な単身者用ベッド。月月火水木金金を実践される提督に人気です！
196	5	32	板チョコ型の机	3	1200	0	0	美味しそうな板チョコ風な<br>デザインの机と椅子です。<br>チョコレートの甘い香りが<br>執務室全体に広がる不思議<br>な雰囲気をどうぞ！
197	5	33	布団と枕	1	50	0	0	至高にして究極。普通のお布団と麦わら枕。結局これが一番疲れがとれるかも…。
198	5	34	ウッディな執務机	3	300	0	0	森の動物達がお茶会をはじめそうな素朴で素敵な机。艦娘にも人気の逸品！
199	5	35	温泉檜風呂	5	8000	1	0	特注家具職人が腕によりを<br>かけて設えた温泉檜風呂。<br>内風呂仕様になっており、<br>箱根要らずの提督御用達の<br>究極鎮守府設備です！
200	5	36	七面鳥のご馳走	3	3000	0	0	今夜は素敵なパーティしま<br>しょ！主計科さんが腕によ<br>りをかけて作ってくれた聖<br>夜のご馳走。よく焼かれた<br>七面鳥も美味しそう！
201	5	37	雛人形豪華四段飾り	5	3300	0	16	お内裏様とお雛様、そして<br>三人官女や五人囃子、右大<br>臣に左大臣、菱餅等も配し<br>た鎮守府雛人形豪華四段飾<br>り。職人の技が光ります。
202	5	38	なし	0	0	0	0	あえて執務机などの家具を<br>置かず、シンプルな環境で<br>秘書艦と執務にあたりたい<br>という提督の意見具申から<br>生まれた「なし」です。
203	3	31	教室セット「黒板」	4	50000	1	0	鎮守府で戦術や航海の講義<br>をする際に用いる教室セッ<br>ト。その必需品の黒板一式<br>です。チョークや黒板消し<br>も完備。落書き禁止です！
204	3	32	「200万の感謝」掛け軸	5	0	0	0	ある超弩級戦艦娘による提<br>督２００万人突破記念感謝<br>の掛け軸。「大和のように<br>はいかないぜ。読みにくい<br>だと？ふっ気にするな！」
205	3	33	「迷彩主義」掛け軸	3	2200	0	0	やはり決戦は迷彩で！流行<br>の迷彩衣装を纏う艦娘たち<br>の共作による掛け軸です。<br>ある重巡だけでなく空母艦<br>娘も制作に参加です！
206	3	34	大きな古時計	4	30000	1	0	大きくてのっぽでない古時<br>計です。触ると仕掛け鳩が<br>飛び出るギミック付の可動<br>家具です！<br>※可動仕様家具
207	5	39	提督の書斎机	3	1900	1	0	シックで落ち着いた雰囲気<br>を醸し出す大人の書斎机。<br>書斎本棚と組み合わせれば<br>提督の隠れ家的な書斎空間<br>を演出します。
208	5	40	原稿机	4	25000	0	0	いよいよ〆切が迫ってきた<br>提督に贈る原稿制作用机。<br>原稿執筆に必要なあれこれ<br>はもちろん修羅場のお供の<br>ドリンクも常備です！
209	2	30	七夕飾りの窓	2	0	0	0	七夕の季節がやってきまし<br>た！笹の葉に短冊を飾って<br>艦娘達が七夕飾りを手作り<br>しました。全ての提督の皆<br>さんにお贈りします！
210	2	31	蚊取り線香の窓	3	1700	0	0	今年の夏がやってきます！<br>鎮守府も窓を大きく開いて<br>夏の風を楽しみましょう。<br>蚊取り線香やラムネも重要<br>ですね！
211	2	32	鎮守府風鈴	5	5000	0	0	夏といえば、風鈴ですね！<br>風鈴に触れば涼やかな音を<br>奏で、ゆらゆら揺れます。<br>多摩や球磨も大喜び？<br>※可動仕様家具
212	4	31	夏先取りセット	2	800	0	0	夏を楽しむための小道具を<br>艦隊の駆逐艦娘達が集めて<br>くれました！これをもって<br>海に繰り出すもよし、家庭<br>用プールで楽しむもよし！
213	4	32	リゾートセット	4	2000	0	0	少し大人な艦娘が夏を愉し<br>むのため特製リゾートセッ<br>トです。これを広げれば、<br>提督執務室もたちまち高級<br>リゾート地に早変わり！？
214	4	33	書斎本棚	3	1900	0	0	書斎にぴったりの本格本棚<br>です。書斎机と同じ素材を<br>使って、落ち着いた雰囲気<br>を醸し出します。シックで<br>大人な提督の御用達です！
215	2	33	花火の窓	3	1800	1	0	夏の夜の風物詩といえば…<br>花火！夜のある時間になる<br>と鎮守府港外で花火が打ち<br>上げられます。その時間ま<br>では…普通の窓ですね！
216	5	41	ビニールプール	3	1500	0	0	気軽に楽しめる夏のプール<br>といえばコレ！サイズも小<br>さくて何人も入れませんが<br>駆逐艦娘にも大人気。時々<br>水漏れするけど…大丈夫！
217	5	42	秋刀魚の食卓	4	2200	1	3	秋といえば秋刀魚の美味し<br>い季節。シンプルに焼いて<br>ほかほかご飯と一緒に召し<br>あがれ！提督専用座布団も<br>嬉しい秋を感じる食卓。
218	5	43	ジュークボックス	5	8000	0	0	提督の皆さんの熱いリクエ<br>ストに応えて遂に実装され<br>たジュークボックス。家具<br>コインを投入することで曲<br>のリクエストが可能です。
219	2	34	秋の気配な窓	5	27000	1	3	いよいよ季節は秋。秋には<br>秋の愉しみがありますね。<br>艦娘たちと一緒に秋を感じ<br>るための家具コイン長者御<br>用達家具です。※職人不要
220	3	35	「横須賀鎮守府」掛け軸	2	0	0	0	歴戦の提督達の集まる港、<br>それが「横鎮」。中枢であ<br>ると同時に、古い港である<br>が故の労苦も多いが、艦隊<br>の士気も極めて高い。
221	3	36	「ありがとう」掛け軸	4	0	0	13	これまで応援して下さった<br>提督の皆さんのおかげで、<br>望外の賞を頂いた。それを<br>記念した、感謝の掛け軸！<br>※特殊BGM家具です。
222	4	34	ジュークボックス改	5	8000	1	0	提督の皆さんに頂いたリク<br>エストで実装された新配置<br>型ジュークボックスです。<br>家具コイン投入で、楽曲の<br>リクエストが可能です。
223	3	37	冬の飾り付け	3	1200	0	4	艦娘達が忙しい提督のため<br>に一生懸命手作りの飾り付<br>けをしてくれました。素敵<br>なパーティーしましょう！<br>※特殊BGM家具です。
224	5	44	白と青のツリー	4	5000	0	4	すこし大人の艦娘達のため<br>の白と青を基調とした大人<br>のツリーです。奮発した大<br>切なプレゼントもリボンで<br>包んでおきました！
225	5	45	鎮守府初詣セット	5	30000	0	0	年末年始も多忙を極める、<br>そんな提督と艦娘のために<br>特別に用意された、鎮守府<br>の中で初詣を完了できる画<br>期的な大規模家具セット！
226	3	38	新春掛け軸二〇一五	4	3000	0	11	新年あけましておめでとう<br>ございます！二〇一五年も<br>「艦これ」をどうぞよろし<br>くお願い致します！<br>※2015年新春特別家具
227	3	39	しめ飾り	3	800	0	0	新年を迎えるために艦娘が<br>用意してくれたしめ飾り。<br>これさえ飾れば、鎮守府の<br>新年の用意はバッチリ！<br>良いお年を！
228	5	46	年越し蕎麦	4	2200	0	11	良い年を迎えるには、なん<br>といってもこれです！艦娘<br>と提督で仲良く年越し蕎麦<br>を食べて、良いお年を！<br>天ぷらも美味しいです！
229	4	35	門松	4	5000	0	11	謹賀新年です！新たな年を<br>迎える鎮守府に配置される<br>大型の門松です。配置場所<br>は…もちろん鎮守府の門に<br>も配備されているのです！
230	2	35	鎮守府カウンターバー	5	32000	1	19	夜の鎮守府は大人の時間。<br>お酒好きの艦娘たちが、集<br>まってそれぞれお気に入り<br>のお酒を片手に、ガールズ<br>トークに花を咲かせます。
231	3	40	「250万の感謝」掛け軸	4	0	0	14	振り返れば、こんなところ<br>まで…提督の皆さん、あり<br>がとうございました！記念<br>の掛け軸を書いた艦娘も今<br>から一杯やるみたいです！
232	5	47	チョコレートキッチン	3	1800	0	15	腕に自信のある艦娘たちは<br>オフの日は手作りのお菓子<br>作りにチャレンジします！<br>春先は、ボールに溶かした<br>チョコが…楽しみかも？
233	5	48	洋酒＆ワイン棚	4	20000	0	0	ウイスキーやスコッチ、そ<br>してワインなどが好きな大<br>人の艦娘が酒保で入手した<br>大切なお酒をキープしてま<br>す。カウンター横にぜひ！
234	4	36	日本酒＆ウィスキー棚	4	20000	0	0	日本酒や和製ウイスキーな<br>どが好きな大人の艦娘たち<br>垂涎のお酒棚です。鎮守府<br>カウンターバーと一緒に配<br>置して、夜の鎮守府に！
235	3	41	武蔵の掛け軸	5	0	0	13	大和型戦艦二番艦「武蔵」<br>その帰投を祝す掛け軸を、<br>提督方にお贈りします。<br>おかえりなさい。<br>※特殊BGM家具です。
236	1	34	春色の壁紙	3	1700	0	0	春らしい色彩の和の雰囲気<br>が漂う新色の壁紙です。<br>鎮守府を春色に演出して、<br>艦娘と春を迎えましょう！
237	1	35	バー仕様の壁	5	30000	0	0	鎮守府カウンタバーに最適<br>なバー仕様の壁です。<br>落ち着いた雰囲気の、大人<br>の時間と空間を演出できる<br>シックな壁です。
238	1	36	梅紫の壁紙	2	700	0	0	和の色である梅紫で構成さ<br>れた新色の壁紙です。少し<br>落ち着いた雰囲気の色合い<br>が、大人の艦娘にも人気み<br>たいです。
239	4	37	脱衣所	4	2300	1	0	提督の熱いリクエストから<br>実現した、まさかの脱衣所<br>です。各種温泉風呂と絶妙<br>なマッチング！あれ、秘書<br>艦によって棚に変化が…！
240	5	49	温泉岩風呂	5	9500	0	0	提督の熱いリクエストから<br>実装された、ハイエンドな<br>室内風呂家具、それが温泉<br>岩風呂。季節折々の花など<br>が風流さを醸成します。
241	3	42	富嶽タイル画	4	1980	1	0	提督の熱いリクエストで新<br>たに実装された富嶽タイル<br>画です。温泉等との相性は<br>いうことありません。価格<br>もギリギリに抑えました！
242	3	43	「二周年記念」掛け軸	4	0	0	0	提督のおかげで迎えること<br>ができた「祝二周年」を記<br>念して制作された掛け軸。<br>三年目も、頑張ってまいり<br>ましょう～！
243	1	37	梅雨の壁紙	2	600	0	0	梅雨の季節にぴったりな寒<br>色系の色彩でまとめられた<br>新作の壁紙です。少し落ち<br>ついた雰囲気の提督執務室<br>を演出します。
244	2	36	梅雨の緑カーテン窓	4	3000	0	18	梅雨の季節を楽しく過ごす<br>ため家具職人が腕によりを<br>かけて作った新作窓です。<br>駆逐艦娘がてるてる坊主を<br>大切にかけていきました。
245	5	50	紫陽花鉢の提督机	5	22000	0	0	違いのわかる大人の提督の<br>ためのシンプルでシックな<br>造りの執務机です。色々な<br>艦娘が小物や紫陽花などを<br>飾ってくれました。
246	4	38	レインコート＆傘掛け	3	1800	0	0	雨の季節はレインコートや<br>傘も大事です。お出掛けの<br>際は忘れずに！提督と秘書<br>艦娘のレインコートも常備<br>しています。
247	3	44	「300万の感謝」掛け軸	5	0	0	0	山城…大変よ。私達大切な<br>掛け軸を仰せつかったわ。<br>姉様！こんなこともあろう<br>かと墨汁はこちらに！嗚呼<br>墨が跳ねて顔や服に…ッ！
248	5	51	水風呂	5	7500	0	0	ジメジメする日には水風呂<br>でさっぱり汗を流したい！<br>そんなアグレッシブな艦娘<br>の希望を叶える特注施設…<br>堂々の完成です！
249	2	37	鬼灯の花の窓	3	1880	0	0	鬼灯と書いて「ホオズキ」<br>と読む……。初夏の鎮守府<br>にぴったりの、ホオズキの<br>実ではなく花を配した和風<br>の爽やかな季節窓です。
250	5	52	鎮守府浜茶屋	4	4000	0	2	夏だ！海だ！海といえば、<br>浜茶屋です！夏の浜辺が大<br>好きな艦娘たちの熱い要望<br>によって実現した、鎮守府<br>内浜茶屋施設…完成です！
251	2	38	浜茶屋の窓	4	2000	0	2	夏真っ盛り！夏といえば、<br>ビールです！ジョッキ一杯<br>に注がれたキンキンに冷え<br>たこの一杯……この一杯の<br>ために今日の出撃です！
252	4	39	業務用かき氷器	3	1300	0	0	夏の風物詩といえば…かき<br>氷！自然の氷を切り出した<br>昔ながらの製法で、シャリ<br>シャリのかき氷を美味しく<br>作って召し上がれ！
253	1	38	浜茶屋の仮設壁板	3	900	0	0	夏の砂浜に独特の存在感を<br>放つ浜茶屋。鎮守府内に設<br>営される仮設浜茶屋の壁板<br>です。ちょっと薄い板です<br>が、落書き等は禁止です！
254	3	45	艦隊氷旗	2	500	0	0	かき氷を愛する艦娘有志の<br>手による、艦隊氷旗です。<br>これを掲げれば、どんな暑<br>い日でも、気持ちよく過ご<br>せるはず…かも！
255	0	37	浜茶屋の床	3	1800	0	0	砂浜とフィットした鎮守府<br>浜茶屋の仮設床です。これ<br>さえあれば、夏の提督執務<br>室もナチュラルな浜茶屋に<br>大変貌！よし、これだ！
256	3	46	「観艦式」掛け軸	3	880	1	0	観艦式挙行を祝って用意さ<br>れた掛け軸です。開催特設<br>泊地で行われた観艦式でも<br>使用された逸品です。ぜひ<br>提督執務室でも観艦式を！
257	5	53	鎮守府秋祭りの屋台	4	2200	1	21	艦娘総出で準備する鎮守府<br>秋祭り。焼きそばソースの<br>香ばしい匂いも嬉しい縁日<br>屋台です。りんご飴や焼き<br>とうもろこしも外せない！
258	5	54	鎮守府秋祭りの射的	4	30000	1	21	鎮守府秋祭りの重要コンテ<br>ンツ、それがこの縁日射的<br>です。練度の高い艦娘がど<br>んどん景品を落としてしま<br>うので運営コストが大変！
259	3	47	「ラバウル基地」掛け軸	2	0	0	0	最前線に臨む要衝、ラバウ<br>ル基地。海の翼の集う重要<br>基地と同泊地で苦闘の日々<br>を戦い抜いた提督達に贈る<br>掛け軸！ラバウルで朝食を
260	3	48	「ブイン基地」掛け軸	2	0	0	0	文字通りの最前線で戦って<br>いるブイン基地所属の提督<br>達のための逸品。艦載機を<br>モチーフに搭乗員妖精一同<br>による力強い文字が躍る！
261	3	49	艦隊大漁旗	4	0	0	0	第六駆逐隊のある駆逐艦が<br>航海の安全と大漁を祈って<br>司令官のために作った大漁<br>旗です。手作りなので僚艦<br>もお手伝いしたのです！
262	5	55	鎮守府秋刀魚祭り	4	3800	1	0	旬の秋刀魚を塩焼にしても<br>お刺身にしても美味しい！<br>蒲焼の缶詰にして、海の上<br>で頂くのもいいですね！<br>秋の味覚、頂きます！
263	4	40	北方迷彩な桐箪笥	5	55000	0	22	家具コイン長者に贈る北方<br>迷彩な桐箪笥。箪笥上部に<br>は北方迷彩の5,500t級軽巡<br>の精密模型が鎮座していて<br>いい感じがするニャ……。
264	3	50	「トラック泊地」掛け軸	2	0	0	0	外地の最重要拠点、トラッ<br>ク。数々の激しい空襲をく<br>ぐり抜け、同地で奮戦する<br>トラック提督たちのために<br>作られた魂の掛け軸。
265	3	51	夜のお詫び掛け軸(壱)	4	0	0	0	何者かの手によるお詫びの<br>気持ちが込められた、夜の<br>お詫び掛け軸。掛け軸初の<br>夜間照明装置を備えた独特<br>の凄みのある逸品。
266	3	52	夜のお詫び掛け軸(弐)	4	0	0	0	自分が書きたいとはりきる<br>何者かの手によるお詫びの<br>気持ちが込められた、夜の<br>お詫び掛け軸弐型。微妙な<br>ぬいぐるみを標準装備。
267	5	56	七面鳥のディナー	3	3000	0	22	今年も素敵なパーティしま<br>しょ！腕自慢の艦娘が腕に<br>よりをかけて作ってくれた<br>聖夜のディナー。七面鳥と<br>ケーキも召し上がれ！
268	3	53	艦隊安全お飾り	5	0	0	0	ある給糧艦が提督と一緒に<br>手作りした年越しの準備。<br>艦隊に所属する全ての艦娘<br>への航海の安全と武運長久<br>の祈りが込められた逸品。
269	3	54	「呉鎮守府」掛け軸	2	0	0	0	歴戦の提督の集う海の戦略<br>中枢拠点、「呉鎮守府」。<br>長い期間、この戦略要港で<br>艦娘と共に頑張った提督達<br>に贈る魂と感謝の掛け軸。
270	3	55	「佐世保鎮守府」掛け軸	2	0	0	0	時に内地の最前線基地とな<br>る拠点「佐世保鎮守府」。<br>長い期間、この佐鎮で艦娘<br>と苦楽を共にした提督達に<br>贈る、魂と感謝の掛け軸。
271	5	57	年末年始の提督大奮発	4	20160	0	0	いつも頑張ってくれる艦娘<br>を労うために、年末年始は<br>ご馳走したい！この日のた<br>めに貯めた家具コインを大<br>奮発して提督室に出前を！
272	2	39	睦月の窓	3	1700	0	0	睦月一月に作られた新しい<br>鎮守府の窓です。女の子ら<br>しい可愛らしいデザインの<br>木製の窓は、駆逐艦の艦娘<br>たちにも人気です。
273	5	58	睦月の机	4	2000	0	0	落ち着いた緑色のテーブル<br>クロスと同色の椅子が可愛<br>い提督机です。艦娘の誰か<br>が季節の花を花瓶にさして<br>くれました。
274	3	56	航空母艦ステンドグラス	5	130000	0	0	家具職人がその持てる技と<br>気合いを総動員して作った<br>最高級のステンドグラス。<br>超絶家具コイン長者向けで<br>すが、家具職人支援も可！
275	3	57	航空戦艦ステンドグラス	5	135000	0	0	職人が技と気合いで作り上<br>げた飛行する瑞雲も眩しい<br>航空戦艦ステンドグラス。<br>超絶家具コイン長者向けで<br>すが、家具職人支援も可！
276	4	41	鎮守府お茶会セット	3	1800	0	0	艦隊運用の間も休息は大事<br>です。艦娘たちと束の間の<br>お茶の時間を愉しむための<br>お茶会セットです。日本茶<br>も紅茶もご用意しますね。
277	3	58	「春の一番」掛け軸	3	1400	0	0	春の訪れを感じさせる季節<br>に、何事にもどういう訳か<br>一番が大好きな駆逐艦娘が<br>書き上げたうららかな春の<br>気配満載の掛け軸です。
278	5	59	提督のクッキーキッチン	5	150000	0	0	提督が忙しい業務の間隙を<br>縫って、艦娘たちのために<br>チョコのお返しを手作りす<br>るための特別なキッチン！<br>ダイナミック職人支援可！
279	5	60	提督の作る食卓	4	2800	0	23	料理が苦手な艦娘やいつも<br>美味しい料理を作ってくれ<br>る艦娘に、たまには提督自<br>ら食事を作ってあげたい…<br>その想いを実現する食卓！
280	3	59	「春の乙型姉妹」パネル	4	3000	0	0	「春の艦祭り」開催を記念<br>して撮られた、乙型駆逐艦<br>姉妹のポートレイトです。<br>提督の皆さん、今年の春も<br>よろしくお願い致します！
281	0	38	卯月の床	2	400	0	0	春のうららか気分にマッチ<br>するデザインの床板です。<br>この季節はまかせてほしい<br>ぴょん！という駆逐艦娘が<br>デザインしました。
282	1	39	卯月の壁紙	3	1400	0	0	春といえばこのデザインが<br>正解だぴょん！という駆逐<br>艦娘が制作総指揮した四月<br>にぴったりの壁紙です。月<br>と兎と桜がモチーフ。
283	2	40	卯月の窓	4	4000	0	0	卯月四月のため家具職人が<br>気合いを込めて制作した、<br>鎮守府の特注窓です。窓の<br>外には舞い落ちる桜も見え<br>る趣き深い春の家具です。
284	3	60	卯月の掛け軸	4	104000	0	0	うっそぴょーん！と明るく<br>笑う睦月型駆逐艦の手によ<br>る春の特別な掛け軸です。<br>家具コイン長者向けですが<br>ダイナミック職人支援可！
285	5	61	卯月の机	4	3400	0	0	紫とピンクのテーブルクロ<br>スと同色の椅子が可愛い、<br>ある睦月型駆逐艦娘がまと<br>めあげた特注提督机です。<br>謎ぬいぐるみも標準装備！
286	3	61	「三周年記念」掛け軸	5	0	0	0	提督のおかげで迎えること<br>ができた「祝三周年」を記<br>念してある高速戦艦によっ<br>て制作された掛け軸。四年<br>目も頑張っていくデース！
287	1	40	皐月の壁紙	3	1500	0	0	ある睦月型駆逐艦が僚艦の<br>駆逐艦と共に全力で作った<br>提督室の壁紙です。月の印<br>がデザインされた、少し和<br>の雰囲気が可愛いね！
288	2	41	皐月の窓	4	1750	0	0	改二となった睦月型駆逐艦<br>の趣味で制作された提督室<br>の窓です。大きく開いた窓<br>から景色も良く見えます。<br>シンプルで強いデザイン！
289	5	62	皐月の机	4	3500	0	17	ある睦月型駆逐艦が信頼す<br>る司令官のために一生懸命<br>準備した特注執務机です。<br>機能的で、しかも可愛いね<br>と彼女も満足みたいです。
290	5	63	海軍基地航空隊の机	5	4800	0	0	海軍基地航空隊を指揮する<br>提督のための執務机です。<br>作戦図面や作戦立案のため<br>の道具はもちろん、机上に<br>一式陸攻模型も標準装備。
291	5	64	陸軍飛行戦隊の指揮机	5	6100	0	0	海軍航空隊と共に、作戦を<br>展開し始めた陸軍飛行戦隊<br>の作戦執務机です。机上に<br>は三式戦「飛燕」の模型も<br>も配置されています。
292	1	41	紫陽花の壁紙	4	2000	0	0	梅雨の季節、紫陽花の季節<br>を彩る家具職人入魂の壁紙<br>です。紫陽花をモチーフに<br>した寒色系の配色が爽やか<br>な季節の壁紙です。
293	0	39	紫陽花の床	4	2300	0	0	「紫陽花の壁紙」との相性<br>も抜群のナチュラルウッド<br>のフローリングと、紫陽花<br>モチーフの季節の特注カー<br>ペットの組み合わせです！
294	1	42	鮎の季節の壁紙	3	700	0	0	鮎の美味しい季節…そんな<br>季節を彩る鮎をモチーフに<br>にした季節の壁紙。元気に<br>泳ぐ魚の姿に球磨型軽巡数<br>名がウズウズしています。
295	0	40	梅雨の季節の床	3	1700	0	0	フローリングの上に、梅雨<br>の季節にあう敷物を配しま<br>した。提督室に、雨の季節<br>独特の落ち着いた雰囲気を<br>演出します！
296	1	43	藤の壁紙	3	1200	0	0	藤の季節をモチーフにした<br>壁紙です。青色を基調にし<br>た特殊な壁紙ですが「藤と<br>水面の床」と組み合わせる<br>とさらに不思議な空間に！
297	0	41	藤と水面の床	5	160000	0	19	床面にガラスを敷き、その<br>下に水面を配するという技<br>巧的な藤の季節の床です。<br>家具コイン長者向けですが<br>ダイナミック職人支援可！
298	3	62	反省の掛け軸	4	0	0	0	この度は大変申し訳ない…<br>しっかり猛反省して、夏は<br>態勢を建て直します。とい<br>う、何者かの反省の想いが<br>記された掛け軸。
299	3	63	紫陽花のステンドグラス	3	1900	0	0	梅雨のシーズンに美しく咲<br>く紫陽花の花をモチーフに<br>したステンドグラス。雨の<br>日も爽やかな気分になれる<br>提督室を演出します。
300	4	42	「最上」模型と桐箪笥	5	60000	0	0	航空巡洋艦の模型が飾られ<br>た高級桐箪笥。家具コイン<br>長者に贈られるこの逸品…<br>大丈夫、箪笥には衝突しな<br>いって！痛っ、あ、あれ？
301	4	43	涼しげな金魚鉢	3	1300	0	0	提督執務室を少し片付けて<br>涼しげな家具を置いてみる<br>のもいいですね。涼しげな<br>金魚鉢とのんびり泳ぐ金魚<br>は艦娘達にも人気です。
302	1	44	木製の涼しげな壁	4	2200	0	0	木の素材を活かし、職人が<br>腕によりをかけて組み上げ<br>たオール木製の壁材です。<br>ナチュラルな高級感、通気<br>性も抜群。自然派提督に！
303	0	42	床半分の簡易畳	3	1500	1	0	ちょっと畳な雰囲気を味わ<br>いつつシンプルな床も好き<br>という提督のための、ハー<br>フ＆ハーフな簡易畳です。<br>お値段もリーズナブル！
304	0	43	青と白の床	4	1700	0	0	夏の季節の海をモチーフに<br>製作された爽やかな床板。<br>白を基調に、水色と海色の<br>ストライプが夏の鎮守府を<br>爽やかに演出します。
305	1	45	青と白の壁	3	1700	0	0	白い木板を使ったシンプル<br>で清涼感のある夏の壁板。<br>青と白を基調にした、夏色<br>の提督室は、水着の艦娘達<br>にも人気です。
306	2	42	青と白のブラインド窓	3	1800	0	0	白を基調にした木製枠の窓<br>に、青と白のストライプの<br>ブラインドを配置。夏色の<br>艦娘たちにもぴったりの、<br>リゾート感のある窓です。
307	4	44	艦娘が育てる朝顔の鉢	2	300	0	0	夏といえば夏休み！夏休み<br>といえば朝顔！艦娘が育て<br>てくれた朝顔を見ながら、<br>夏休みがなかなかとれない<br>提督や大人も頑張ります！
308	4	45	職人和飾棚	4	2200	0	0	職人がその技術を活かして<br>組み上げた和の飾棚です。<br>風流を重んじる艦娘たちが<br>季節折々の装飾を置いて…<br>いくかもしれません。
